,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Drug_Use,EDU_18,EDU_Some_college,EDU_Cert,EDU_Uni,EDU_Mas,EDU_Doc,Age25_34,Age35_44,Age45_54,Age55_64,Age65_,Gender
429,0.04257,0.32197,-0.97631,0.94156,-1.0145,0.19268,-0.21575,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
430,-0.24649,-0.30033000000000004,-1.68062,0.28783000000000003,0.12331,-0.71126,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
431,0.22393,1.93886,-1.11902,1.2861,-0.14277,1.86203,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
432,-0.14882,0.96248,-1.55521,2.23427,1.63088,-0.21712,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
433,0.04257,0.47617,-1.11902,0.59042,1.81175,-0.71126,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
434,-0.67825,-0.30033000000000004,1.06238,1.81866,0.7583,-1.37983,-1.18084,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
435,-1.43907,0.47617,0.29338000000000003,-0.91699,0.41594,0.52975,0.40148,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
436,2.82196,-0.43999,-0.8473200000000001,-1.7719999999999998,-2.04506,0.88113,0.07987000000000001,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
437,1.37297,-0.30033000000000004,0.29338000000000003,-0.15487,-1.7816900000000002,0.19268,-0.21575,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
438,-0.46725,0.47617,-0.58331,0.7609600000000001,1.81175,-0.21712,-0.52593,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
439,-0.67825,1.45421,-2.09015,-0.01729,0.5848899999999999,0.52975,0.07987000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
440,-0.92104,0.0033200000000000005,0.29338000000000003,-0.15487,-0.00665,0.19268,0.07987000000000001,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
441,0.41667,0.63779,-0.71727,-0.7609600000000001,-0.27607,-0.21712,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
442,-0.46725,0.80523,0.58331,0.13136,0.7583,-2.55524,-0.8463700000000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
443,1.02119,-0.94779,-0.58331,-0.91699,0.41594,-0.21712,-1.5485799999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
444,0.22393,-1.09207,0.44585,2.75696,-0.65253,-0.71126,0.40148,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
445,0.04257,-0.15487,-0.8473200000000001,-0.7609600000000001,-1.13788,1.29221,0.07987000000000001,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
446,1.13281,1.45421,1.06238,-1.7719999999999998,-0.89891,1.29221,1.2247,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
447,-0.34799,0.63779,0.44585,-0.30172,0.7583,-0.21712,0.07987000000000001,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
448,0.73545,-0.15487,-0.8473200000000001,0.59042,-1.0145,0.52975,0.07987000000000001,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
449,-1.1943,0.80523,-0.8473200000000001,-0.15487,0.7583,0.19268,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450,-0.14882,-0.15487,0.14143,0.13136,0.93949,-1.37983,0.07987000000000001,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
451,1.23461,-1.7625,-0.31776,0.13136,0.41594,-1.37983,-0.21575,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
452,-0.14882,-0.57545,0.8830899999999999,-0.7609600000000001,-0.27607,1.86203,0.7654,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1
453,0.82562,-0.80615,0.7233,-0.7609600000000001,-2.57309,0.88113,-0.21575,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
454,1.60383,-0.43999,0.29338000000000003,-2.21844,-0.65253,0.88113,0.40148,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
455,-0.46725,-0.57545,0.14143,0.59042,0.7583,-1.37983,-2.07848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
456,0.62967,0.0033200000000000005,0.14143,0.59042,0.12331,-0.21712,0.07987000000000001,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
457,0.91093,1.2861,1.88511,-2.5383,-0.40581,0.52975,0.07987000000000001,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
458,1.23461,-1.37639,1.24033,-1.7719999999999998,0.25953000000000004,0.88113,0.07987000000000001,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
459,1.49158,-1.37639,-2.63199,1.81866,-1.25773,0.52975,-1.18084,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
460,0.82562,0.47617,1.43533,0.13136,-2.30408,1.29221,1.2247,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
461,1.02119,-0.94779,-0.58331,1.45039,-1.25773,-0.21712,0.40148,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
462,0.31287,-0.80615,1.06238,0.7609600000000001,0.93949,0.19268,-0.21575,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
463,1.37297,-1.09207,-0.01928,-0.4532100000000001,-0.40581,1.29221,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
464,0.31287,0.63779,1.06238,1.11406,-0.27607,-0.71126,0.7654,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
465,0.22393,0.0033200000000000005,1.24033,-0.01729,1.46191,-0.21712,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
466,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
467,-1.1943,1.74091,1.43533,0.7609600000000001,-0.00665,0.88113,1.2247,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
468,2.82196,-1.6334,-1.42424,1.6110799999999998,-2.04506,-0.21712,0.07987000000000001,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
469,0.13606,0.80523,0.29338000000000003,-0.15487,0.7583,-0.71126,-0.8463700000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
470,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
471,0.31287,0.0033200000000000005,-0.17779,1.2861,-0.00665,0.19268,-0.21575,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
472,1.37297,0.0033200000000000005,-0.45174,-0.7609600000000001,-0.52745,0.88113,-0.21575,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
473,-0.24649,0.96248,0.14143,-0.15487,0.41594,-1.37983,-2.07848,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
474,-1.1943,0.96248,-0.45174,0.7609600000000001,0.93949,-0.71126,-0.8463700000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
475,1.72012,-0.94779,0.58331,-1.7719999999999998,-0.40581,0.19268,-0.8463700000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
476,1.49158,-0.69509,-0.71727,-1.21213,-1.25773,1.29221,0.7654,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
477,0.41667,0.80523,-0.31776,0.94156,0.5848899999999999,-0.21712,0.07987000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
478,0.41667,-0.43999,1.43533,1.45039,0.25953000000000004,0.19268,0.40148,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
479,1.13281,-0.80615,-0.17779,-1.34289,-0.65253,-1.37983,-0.8463700000000001,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
480,1.02119,0.16767,0.29338000000000003,-0.15487,0.5848899999999999,0.19268,0.40148,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
481,-0.67825,-0.15487,0.29338000000000003,0.13136,1.63088,-0.71126,-0.21575,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
482,1.23461,0.47617,1.43533,0.28783000000000003,0.93949,0.19268,-0.8463700000000001,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
483,-0.58016,0.96248,-0.58331,0.7609600000000001,-0.27607,-1.37983,-1.18084,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
484,-0.46725,0.32197,-1.55521,1.11406,-0.78155,-1.37983,-0.8463700000000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
485,1.49158,-1.6334,1.06238,-0.7609600000000001,-1.38502,-0.71126,-1.18084,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
486,1.8399,-1.7625,1.24033,-1.07533,0.25953000000000004,0.19268,-0.52593,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
487,0.41667,-1.37639,0.14143,0.7609600000000001,-0.40581,-0.21712,1.2247,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
488,1.98437,-1.37639,0.29338000000000003,-1.92595,-1.64101,-0.21712,0.07987000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
489,-1.05308,1.11406,0.8830899999999999,-1.34289,-1.38502,-0.71126,1.2247,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
490,0.62967,0.80523,0.44585,-0.30172,-0.78155,1.29221,1.92173,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
491,-0.92104,0.47617,0.44585,0.59042,-0.00665,0.19268,0.40148,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
492,0.52135,-0.57545,0.8830899999999999,-0.01729,0.25953000000000004,0.88113,0.7654,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
493,0.73545,-1.6334,0.8830899999999999,-1.21213,-1.64101,-1.37983,-0.52593,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
494,-1.1943,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
495,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
496,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987000000000001,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
497,-0.05188,-0.57545,0.8830899999999999,0.43852,-0.78155,-0.21712,0.07987000000000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
498,1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.2247,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
499,0.04257,0.47617,-0.8473200000000001,-0.7609600000000001,1.13407,0.52975,0.7654,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
500,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
501,-1.5507799999999998,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.7654,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
502,0.04257,-0.30033000000000004,-0.31776,-0.7609600000000001,0.5848899999999999,1.29221,0.7654,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
503,-0.05188,0.0033200000000000005,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
504,0.41667,0.47617,0.29338000000000003,-1.07533,-1.13788,0.88113,0.07987000000000001,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
505,-0.46725,0.63779,0.8830899999999999,-0.7609600000000001,0.5848899999999999,0.19268,0.07987000000000001,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
506,0.13606,-0.30033000000000004,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
507,1.49158,-1.09207,-1.11902,-1.7719999999999998,-0.78155,-0.71126,0.07987000000000001,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
508,-1.05308,1.11406,-0.31776,0.28783000000000003,0.12331,-1.37983,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
509,0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
510,0.41667,0.47617,-0.17779,-0.15487,0.25953000000000004,-0.21712,-1.18084,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
511,0.41667,0.47617,0.58331,0.13136,-1.0145,1.86203,0.40148,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
512,-0.14882,-0.30033000000000004,-0.17779,0.7609600000000001,0.41594,-0.21712,-0.21575,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
513,0.91093,-0.30033000000000004,-1.55521,-0.4532100000000001,-0.27607,-0.21712,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
514,-1.43907,1.93886,0.44585,0.13136,0.25953000000000004,0.88113,1.92173,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
515,-0.14882,0.16767,-0.71727,-1.6209,0.25953000000000004,-0.21712,-0.52593,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
516,0.31287,-0.15487,0.29338000000000003,-0.4532100000000001,0.93949,-0.71126,-0.21575,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
517,0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.2247,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
518,-0.14882,0.32197,-1.2755299999999998,1.11406,1.81175,0.52975,1.2247,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
519,0.22393,-0.30033000000000004,-0.97631,-0.7609600000000001,0.93949,-1.37983,-2.07848,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
520,0.62967,-0.30033000000000004,-0.8473200000000001,-0.4532100000000001,0.12331,-0.71126,-1.18084,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
521,0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987000000000001,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
522,-0.24649,0.47617,-0.17779,-0.7609600000000001,-1.25773,0.19268,0.07987000000000001,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
523,0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
524,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987000000000001,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
525,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
526,0.91093,-1.37639,-0.31776,-1.92595,-1.38502,0.88113,0.07987000000000001,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
527,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
528,0.73545,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.2247,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
529,0.91093,0.0033200000000000005,0.58331,-1.92595,0.5848899999999999,-0.21712,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
530,1.02119,-1.50796,-0.71727,0.28783000000000003,-0.89891,-0.21712,0.7654,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
531,-0.24649,0.16767,-0.71727,1.6110799999999998,1.13407,0.19268,-1.18084,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
532,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
533,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
534,0.91093,0.0033200000000000005,0.8830899999999999,-2.07848,-0.52745,0.19268,-0.21575,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
535,1.37297,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987000000000001,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
536,0.73545,-0.30033000000000004,-1.2755299999999998,0.7609600000000001,-0.89891,-1.37983,-1.5485799999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
537,1.13281,-0.30033000000000004,-0.01928,0.59042,0.5848899999999999,0.19268,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
538,-1.32828,1.2861,-0.17779,0.59042,1.81175,-2.55524,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
539,-1.05308,0.32197,-0.17779,-0.91699,0.12331,-1.37983,-1.5485799999999998,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
540,0.22393,0.80523,-0.01928,0.7609600000000001,0.41594,0.19268,0.07987000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
541,0.73545,0.80523,0.8830899999999999,-1.21213,-1.0145,0.19268,1.2247,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
542,0.82562,0.63779,-0.97631,-0.7609600000000001,0.25953000000000004,-0.21712,-0.21575,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
543,1.23461,-0.57545,-0.71727,-0.7609600000000001,-1.0145,1.29221,-0.21575,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,1.60383,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
545,-0.92104,-0.43999,0.8830899999999999,3.15735,-0.00665,-1.37983,-1.18084,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
546,-1.86962,-0.69509,-0.97631,-0.4532100000000001,2.04506,-1.37983,-0.8463700000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
547,1.23461,-0.43999,0.14143,0.13136,-1.7816900000000002,0.52975,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
548,-1.1943,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.8463700000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
549,-0.14882,-0.43999,-1.42424,0.7609600000000001,1.3061200000000002,-1.37983,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
550,-0.79151,1.2861,0.14143,-1.07533,1.13407,-0.21712,1.2247,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
551,1.72012,-1.50796,-0.17779,0.7609600000000001,0.25953000000000004,-0.21712,-1.18084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
552,1.02119,-1.92173,-0.45174,-0.01729,0.41594,-0.71126,-2.07848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
553,0.62967,0.47617,-0.45174,-0.01729,1.3061200000000002,0.52975,0.07987000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
554,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
555,-0.14882,-0.30033000000000004,0.29338000000000003,-0.15487,0.25953000000000004,-1.37983,-0.52593,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
556,-1.69163,0.96248,-0.17779,1.45039,1.3061200000000002,-0.71126,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
557,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,1.29221,1.2247,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
558,-0.79151,0.0033200000000000005,0.44585,0.28783000000000003,1.13407,0.19268,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
559,1.02119,0.16767,-0.71727,0.28783000000000003,0.41594,-0.71126,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
560,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
561,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.8463700000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
562,0.82562,0.32197,-0.58331,-1.7719999999999998,-0.27607,0.19268,0.07987000000000001,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
563,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.8463700000000001,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
564,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.8463700000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
565,0.91093,1.11406,-0.97631,0.94156,0.5848899999999999,-1.37983,-1.18084,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
566,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987000000000001,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
567,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,-0.21712,-0.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
568,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
569,0.22393,1.11406,-1.11902,-1.7719999999999998,-0.40581,0.52975,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
570,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
571,1.23461,-1.23177,-1.68062,-1.07533,-0.65253,1.86203,0.07987000000000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
572,-0.92104,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
573,2.127,-1.50796,-1.82919,0.59042,-1.7816900000000002,-0.71126,-1.5485799999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
574,-1.86962,0.80523,-1.55521,-0.4532100000000001,1.13407,-0.21712,0.07987000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
575,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
576,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
577,1.02119,-0.15487,0.29338000000000003,1.11406,1.46191,-1.37983,-1.5485799999999998,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
578,-0.14882,0.80523,0.58331,0.13136,0.7583,-0.21712,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
579,-1.1943,0.0033200000000000005,-1.11902,-0.01729,-1.92173,1.86203,-0.21575,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
580,-0.92104,1.58487,0.44585,-0.30172,-0.65253,0.88113,0.7654,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
581,0.31287,1.2861,1.6565299999999998,-0.30172,0.93949,0.52975,0.07987000000000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
582,0.62967,0.0033200000000000005,-0.58331,0.43852,-0.40581,-0.21712,1.2247,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
583,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
